replay_idx,username,beatmap_name,mod_str,nm_stars,count_300,count_100,count_50,count_miss,likelihood
60,maliszewski,Turbo - PADORU / PADORU [Gift],HDDTHR,6.298604407906094,146,1,0,0,12.014909591557501
61,maliszewski,Kano - Dear Brave [Valor],HDDT,6.511637310255804,974,22,0,0,52.60876074922925
62,Mathi,Shoji Meguro - Kimi no Kioku (Aethral Remix) [Remembrance],HDDT,5.257417132533547,1620,12,0,0,72.22335454161889
63,Mathi,Misato - Paranoid Lost [Dream of Autumn Colors],HDDT,5.880469629712671,1321,13,0,0,71.00299436158389
64,Mathi,Amatsuki - STARTRAiN [Beyond Fate],HDDT,6.148715273432171,888,4,0,0,54.285290057331224
65,Mathi,Zedd - Clarity (feat. Foxes) (kamome sano remix) [The Song Is About a Tragic Love],HDDT,5.47721625521087,1274,8,0,0,70.74397221031374
66,Mathi,Electro.muster & WOM feat. Aoki Lapis - A Sugar Business [Lactose Marathon],HDDT,5.439088207766601,1718,15,0,0,67.08942129757686
67,mrekk,TUYU - Anoyo-iki no Bus ni Notte Saraba. [Yandere],HDDT,7.751569753546494,897,45,0,6,83.93523438685102
68,mrekk,Yooh - MariannE [Collab],HDDT,6.134143091958415,1756,26,0,0,131.1145466131152
69,mrekk,THE ORAL CIGARETTES - Mou Ii kai? [Rain],HDDT,6.75369445180901,537,17,1,0,60.99117027851544
70,mrekk,DECO*27 - First Storm feat. Hatsune Miku [my Drops of Tears I'll turn to Sparks of Fire],HDDT,6.6556159382740665,988,28,0,0,88.3205605936615
71,mrekk,Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Extra Stage],HDDT,6.416091225745485,1405,70,0,0,101.9070613379069
72,ninerik,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1316,13,0,0,68.37292507170312
73,ninerik,Serenity - Lionheart [Expert],HDNC,5.709158922628413,1348,7,0,0,66.21437619261485
74,ninerik,Twilight Force - Dawn of the Dragonstar [Maki's Expert],HDNC,5.81373895249315,1518,45,0,0,69.12391825914631
75,ninerik,Fellowship - Glory Days [Maki's Extra],HDNC,5.634296851954216,1653,23,0,0,72.09486400798623
76,ninerik,Leah Kate - Life Sux (Sped Up Ver.) [Mommy Sucks],HDNC,6.287624048494708,738,5,0,0,84.90236517565546
77,NyanPotato,Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Extreme],HDDT,6.591802312883166,935,34,0,5,112.15971550019205
78,NyanPotato,xi - Ascension to Heaven [BoshyMan's Extra],HDDT,5.931233237441097,853,49,0,0,126.21188752959537
79,NyanPotato,"Minazuki Airi with Atsushi - Daisuki, Evolution [Extreme]",HDDT,6.3362892903348715,562,31,0,1,73.60982858585687
80,NyanPotato,Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Korone],HDNC,6.426183871928806,1102,25,0,0,81.76155485739672
81,NyanPotato,ALiCE'S EMOTiON - Dark Flight Dreamer [Dreamer],HDDT,5.9964579612302344,985,25,0,0,77.66513095328382
82,shimon,Serenity - Lionheart [Expert],DTSD,5.709158922628413,1346,9,0,0,79.31161095240762
83,shimon,Fellowship - Glory Days [Maki's Extra],DT,5.634296851954216,1649,27,0,0,89.66834663350892
84,shimon,ALiCE'S EMOTiON - Dark Flight Dreamer [Dreamer],DT,5.9964579612302344,999,11,0,0,92.32906981499517
85,shimon,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],HDDT,5.9312485753963795,1624,60,0,0,93.7926265719052
86,shimon,Leah Kate - 10 Things I Hate About You (Sped Up & Cut Ver.) [Mommy Issues],HDDT,5.964468509493666,470,1,0,0,89.69609411114271
88,sytho,07th Expansion - rog-unlimitation [AngelHoney],DT,6.118187281813472,606,3,0,0,151.97394815553199
89,sytho,MIMI vs. Leah Kate - 10 Things I Hate About Ai no Sukima [Mommy's Radiance],NC,6.631032748903507,336,5,0,1,76.29125584312854
90,sytho,xi - Ascension to Heaven [BoshyMan's Extra],NC,5.931233237441097,870,32,0,0,163.7951762881844
91,sytho,Mutsuhiko Izumi - Snow Goose [Extra],NCHR,5.7307517369258125,620,38,0,0,67.8141046969821
92,Utami,Kano - Stella-rium (Asterisk MAKINA Remix) [Starlight],HDDT,6.0565574778888145,1556,41,2,1,93.07798132303209
93,Utami,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],HDDT,5.9312485753963795,1616,66,2,0,93.53102926181683
94,Utami,Foreground Eclipse - Songs Compilation II [Can You See The Distant Journey Awaiting Us],HDDT,5.694110655784902,2423,68,0,0,97.32853884498141
95,Utami,Suzuyu - Euphorium [Dream],HDDT,6.129652464984249,1082,17,2,0,69.83142200417554
96,Utami,Fellowship - Glory Days [Maki's Extra],HDNC,5.634296851954216,1592,84,0,0,72.10968214917973
97,WindowLife,Fellowship - Glory Days [Maki's Extra],HDDT,5.634296851954216,1638,37,1,0,72.13696922192014
98,WindowLife,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],DT,5.9312485753963795,1662,21,1,0,116.48586692544922
99,WindowLife,Apocalyptica - Reign of Fear [V],DT,5.777974261554122,1299,30,0,0,86.3679769374017
100,WindowLife,Twilight Force - Dawn of the Dragonstar [Maki's Expert],DT,5.81373895249315,1509,53,1,0,82.86759487748265
101,WindowLife,Serenity - Lionheart [Expert],DT,5.709158922628413,1319,36,0,0,77.68176746424925
102,Zoomer,saradisk - 083 - nekomimi [Nya Nya],HDDT,5.954974757273915,445,6,0,0,80.25674341370643
103,Zoomer,Mastermind(xi+nora2r) - Dreadnought [Final Destination],HDDT,6.066177223948978,751,31,0,0,104.93436666441326
104,Zoomer,Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Korone],HDNC,6.426183871928806,1107,18,0,2,81.0023874242557
105,Zoomer,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1285,44,0,0,68.1674527533423
106,Zoomer,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1285,44,0,0,68.1674527533423
