replay_idx,beatmap_name,mod_str,nm_stars,neg_loglik_FC,neg_loglik_acc
74,Niji No Conquistador - zutto summer de koishiteru [Summer is only beginning],NM,8.56750690199912,41.877149423151344,60.13940704505657
75,Aqua - Barbie girl [Ultimate Cancer],NM,9.230689521443164,46.64150988054925,35.21621255789477
76,SMETANA Band - Ya Govnar' [Extreme],NM,7.288343682528585,14.383766338981898,38.9814157127354
77,Kugimiya Rie. Horie Yui. Kitamura Eri - Orange [Taeyang's Insane],HDNC,4.189641344329683,2.6750673142443695,12.81077371248566
78,Andromedik - Invasion [Collab Extra],NM,5.2147177049820375,14.995189717672272,46.69272993538171
79,Sakuzyo feat. Nikki Simmons - Destr0yer [Another],HDDT,4.473680404653839,6.198451629403734,34.74565952836752
80,Nekomata Master+ - chaos eater -IIDX edition- [Hyper],EZ,3.170639495513748,10.35520318002827,13.327617374714809
81,Feint - We Won't Be Alone (feat. Laura Brehm) [MKL's Insane],HDDT,4.619530801440945,6.262294650261335,22.408941263492668
82,SPYAIR - Imagination (TV Size) [PikA's Extra],DT,5.5886338235979816,10.512951784743297,12.642932059651653
83,toby fox - Last Goodbye [Determination],NM,5.771534023477088,6.1294583346588585,18.064510004261628
84,Koda Kumi - Guess Who Is Back (TV Size) [Expert],HDDT,5.265337950219784,4.985934352396294,13.088862833356165
85,Tatsh - Xevel [Extra],NM,5.381875350044293,10.591264293414232,55.59490905290881
86,Xanthochroid - In Putris Stagnum [Neverending],NM,7.615721168663508,27.330804877996183,81.7454887308703
87,Omoi - Snow Drive(01.23) [pk's Insane],NM,4.649038423245296,12.198916721401673,33.54736886468083
88,Knife Party & Tom Morello - Battle Sirens (RIOT Remix) [Djulus' Hyper],NM,3.5426349567514324,2.963715779216607,14.635643576256692
89,Yamajet feat. Hiura Masako - Sunglow [Harmony],HD,6.24619130825563,7.82251749873825,25.70498364718338
90,UNDEAD CORPORATION - Everything will freeze [Extra],NM,6.6921381422193384,24.06521331732502,89.83866156272055
91,Rabpit - Sacred [Insane],DT,4.877400198535325,6.195421638667461,51.756184593378826
92,Nekrogoblikon - The Skin Thief [Murder],NM,7.071174752286067,28.46564576205214,118.52084377742655
93,YOASOBI - Shukufuku (TV Size) [Insane],HDNC,4.322954217196085,4.199573217491832,23.022139111373985
94,Crywolf - Eyes Half Closed [Huvafen],HDDT,6.163266131866413,17.49812284393063,34.352108214489554
95,Feint - Tower Of Heaven (You Are Slaves) [Extra],NM,5.087090001512409,7.269049590635731,74.08557568727296
96,Rokudenashi - Tada Koe Hitotsu [Hard],HDDT,3.274862049764692,5.276835335875245,35.66133959533436
97,Wakeshima Kanon - Tsukinami [Nostalgia],NM,6.14668942876174,10.28487311225757,29.518406748862567
98,MISSING HEART - MOONLIGHT SHADOW (New Vocal Version) [Heavy],HT,4.432036266217265,7.314766726500224,39.577586555626425
99,OxT - Clattanoia (TV Size) [GLACEON'S NORMAL],NM,2.2922878151448978,6.864736414507671,21.278037918535563
100,yuikonnu - Byoumei Koiwazurai [Insane],HDDT,4.546805343341851,6.049182906398566,26.65921600544441
101,Shoji Meguro - Kimi no Kioku (Aethral Remix) [Remembrance],NM,5.25817665559076,8.991581855571027,37.24643274568555
102,yuikonnu - Heart no Atoaji [Insane],NM,5.095447859869473,5.3110185845039535,19.35711688128254
103,Nanahoshi Kangengakudan - Rubik's Cube [Chaos's Expert],NM,5.464273408129917,9.341936924412188,65.81067574200796
104,glass beach - bedroom community (tv size) [Julaaaan's Community],NM,7.281060635494193,30.827185954091807,30.63248285884523
105,ClariS - SHIORI -TV size mix- [Extra],NM,5.300088198235984,5.17776314417848,14.026604010503155
106,Various Artists - pedri Pack [dancin],NM,8.4017680715281,14.565093410342264,6.679557584871043
107,Sarah Connor - Cold As Ice (PH Electro Remix) (Nightcore Mix) [My Angel Kuki's Expert],EZ,4.940866711672763,22.833360897521832,34.43452614886741
108,Linkin Park - Breaking The Habit [turbo kolab],NM,7.643965385720611,29.00754272960142,30.646944784445147
109,Nhato - Gekka [zerooooo],HDNF,6.8260477894540585,44.01615547328956,65.61710402704095
110,MAKOOTO - Tanuki Chi no Bouken [Peko],DT,5.426120804119016,15.07070552705422,21.99554396781809
111,GALNERYUS - RAISE MY SWORD [Feruver's Expert],NF,6.08390902176162,17.388585393123865,47.561154294442865
112,TrySail - Utsuroi (Short Ver.) [browiec's Wisdom],NM,6.527377594374245,8.991337629161134,12.760371799994102
113,96neko - Uso no Hibana [NiNo's Extra],NM,6.103744691015577,8.670253563796754,33.38599522910209
114,HoneyWorks feat. sana - Ijiwaru na Deai [wkyik meets love],NM,5.135514830690645,5.291006076099671,27.63617674833762
115,Simple Plan - You Suck At Love (Speed Up Ver.) [Extra],DT,5.90696726943529,9.064576705651488,21.832402127806997
116,Kano - Stella-rium [Extra],NM,5.645668020380232,6.77569898690511,34.106645960189134
117,Shiro Sagisu - Next Episode [Hard],HDDT,2.9730549582808505,0.49464612250782797,2.9400207279040798
118,Nitta emi - Heart beat [Arles],NM,7.553343634511472,29.039028746754042,49.75112940998089
119,Usada Pekora - Discommunication Alien [uwaaa],HDNF,4.755963460403161,12.713012522069482,36.92772014025444
120,ShinRa-Bansho - Kakumei no bullet [UberFazz's Lunatic],NM,5.0152955284073,8.098082820533746,40.368694085560804
121,Phao - 2 Phut Hon [2p51],NM,4.733015446427027,10.647871177094654,33.76632334228834
122,Ariabl'eyeS - Reincarnation [Suffering],NM,9.62141156646743,64.4256649395515,52.455417963145905
123,Kabocha - EmbryO [Heilia's Ultra],NM,7.509545590336513,32.03103373366817,51.944324967030056
124,DragonForce - Ashes of the Dawn [Insane],NM,4.740297909416454,8.608578729165112,43.58909308473216
125,Wakeshima Kanon - Not For Sale Fossil [Frail],HD,6.184569050609928,8.053543232358917,23.008463053208224
126,Nanahoshi Kangengakudan - Rubik's Cube [Chaos's Expert],NM,5.464273408129917,9.341936924412188,65.81067574200796
127,Ray - km/h (TV Size) [Kyuukai's Extreme],NM,6.197962716623858,5.848440102128742,18.70163303978856
128,Camellia - epimerization [catalyst],NM,6.707378505751706,33.56686687969917,57.39814506330632
129,ke-ji feat. Nanahira - Ange du Blanc Pur [Insane],NM,4.6796478251699085,6.93005375626076,45.90832503865041
130,Mrs. GREEN APPLE - Ao to Natsu (katagiri Bootleg) (Sped Up Ver.) [Summer],NM,9.217350507001605,54.01512734099582,59.949713508360375
131,yuikonnu - Yume Chizu [Dream],EZNC,6.0371540581376575,44.9166812873173,30.697997474303005
132,BAND-MAID - DICE [X],HD,6.475992132815519,12.08130381217036,30.331347261875766
133,Ayane - FaV -F*** and Vanguard- [Happiness],NM,5.94996352827725,6.992543672554739,26.48165443029877
134,Liz Triangle - Yoru no Circus [Balalaika],V2,5.406714261575646,10.77514979607259,43.422875431465314
135,Foreground Eclipse - Storytellers [Lunatic],NM,4.586962020894932,5.146882432421608,33.26892048632943
136,Tech N9ne - Worldwide Choppers [Gangsta],NF,6.349763454249766,38.630175662825,69.05758016268977
137,KikuoHana - Desert Theater [Battle's Insane],HD,4.711530979980882,17.076946086831224,38.22566186367918
138,Aiurabu - Kani*Do-Luck! (TV Size) [Extreme!],HDHR,5.9969611959184395,3.082949772402897,8.614015404362723
139,VINXIS remixed by aitojames - Sidetracked Eminem [Zugolom's Stream Shady],NM,5.925883221309839,6.954888354096485,28.217874077110586
140,Ryu* - I'm so Happy [Extreme],NM,4.960661358653578,4.818302596971649,27.999250188997422
141,Ishihara Kaori - Plastic Smile (TV Size) [My Angel Nymphe's Insane],HDDT,4.528015013330107,4.069886857746079,17.117444172373933
142,sweet ARMS - Trust in you (TV Size) [Another],NM,4.647580554289177,4.269931895758584,13.401259370432397
143,Ray - km/h (TV Size) [A r M i N's Extra],NM,5.89130654591683,6.246852957082443,19.70418237523505
144,S3RL feat Mixie Moon - FriendZoned [Slayed's Insane],HDDT,4.534460673532657,4.959252643731482,21.339796629053946
145,Minase Inori - brave climber [courage],HDDT,6.785828976559236,34.447303871134444,93.27631605238761
146,Gohma - Forward [Light Breakout],NM,5.207053173709062,12.711891958748689,27.181737887497118
147,Hagumi Nishizawa - My Hero! Up to you! [Extra],HDDT,5.103358428258362,5.571318915599552,21.361181817595682
148, - accordion [Extreme],NM,7.028026789501752,6.473447600568868,4.328342217116321
149,Kyary Pamyu Pamyu - Furisodation (DJ HKT's bootleg MIX) [Drunk on Love],NM,5.6610775499647765,9.580104592710443,54.458003730598335
150,DystopiaGround - AugoEidEs [oyasumi],NF,7.221914157087275,22.45868390819861,43.456420942750796
151,Laur - Sound Chimera [Orthrus],HD,4.49444482713089,8.976956324753417,59.13904655196792
152,positive MAD-crew - Mynarco [Extra],NM,5.5173878131160485,7.748042008604459,36.131106354748816
153,xi - FREEDOM DiVE [ENDLESS DiMENSiONS],NM,7.455631271432983,30.36580492155094,85.53661719005959
154,Aether Realm - The Fool [Shadow of the Light],NM,6.901760936538846,16.4961583803033,60.49040854789806
155,IOSYS - Cirno Chirumiru [Insane],NM,4.863408665414928,13.666504211132391,43.86373166965504
156,Camellia feat. Nanahira - finorza [Collab Another],NM,4.807924090169241,14.5183786141989,45.9053803953633
157,UNDEAD CORPORATION - Everything will freeze [Hard],HR,2.592789553598407,3.3849448686705452,22.68421142274762
158,Seiryu - BLUE DRAGON [Fiery's Insane],NM,4.838710690187424,5.877008100952691,27.22485606121545
159,SPYAIR - Sakura Mitsutsuki (TV Size) [Aurora],NM,5.734609883550435,4.947535805761569,16.730364956854036
160,Power Of Nature - Shounen wa Sora o Tadoru [Special],NM,5.479451732858583,7.2349567657972855,45.7389320134986
161,Hitomi Harada - Overdrive [Extra],NM,5.700060609375677,5.608908874804277,23.284786541575553
162,Herve Lavandier - Shuriken School (TV Size) [Insane],DTHR,4.416960440404291,1.6641755814228631,7.045787473303008
163,Nakajima Megumi - Hello! (TV Size) [Madoka],HDDT,3.259633320885106,1.8258482067198343,7.744660446364051
164,ClariS - SHIORI vs. Hitorigoto [Kencho's Insane],HDDT,4.999893161413507,4.956749434697546,15.374033912485348
165,RADWIMPS - Zen Zen Zense (movie ver.) [Extra: Taki],NM,5.4374083686855155,5.2135376048592725,17.0011406354589
166,Linked Horizon - Guren no Yumiya (TV Size) [Insane],NM,4.083471159346917,2.2571104360603456,15.291536159166679
167,HitoshizukuP x Yama - Crazy nighT [EnD],HDNF,8.553634842059086,43.49320142013155,33.49966101939801
168,Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Harupion's Extra],NM,6.113620654543114,16.587579166222763,54.581171549464266
169,Imperial Circus Dead Decadence - Danzai No Honoo To Koibito-Tachi No Rondo [Piercing Pain],NM,5.440268915841186,9.405685613396036,48.8753676897582
170,"kis-kis - ne uchi (Cut Ver.) [stop feeding me all this content, my head feels bloated]",NM,6.4197157762591655,11.161073670854774,14.552293521663804
171,Panda Eyes & Teminite - Highscore [Game Over],NM,7.334755293352658,38.42595246635509,39.558537707154144
172,qfeileadh - breathe [Extreme],NM,5.711503904923239,17.09306222650642,59.89424088919139
173,K A Z M A S A - Bon Appetit S (Oldskool HappyHardcore Remix) (Short Ver.) [blend s],NM,5.780178257858006,18.35854405525557,69.66045523872266
174,Will Stetson - Despacito ft. R3 Music Box [Hakura's Extra],HDDT,5.338461890681707,3.4529634271711536,8.609902903948607
175,Grant Kirkhope - King Sandybutt's Tomb [I    N    S    A    N    E],NF,4.402617735271256,3.436442376979695,16.424449368263186
177,ZUN - Dark Side of Fate [Lunatic],NM,4.784486675442235,4.423378460727057,50.2720445611379
178,Aiurabu - Kani*Do-Luck! (TV Size) [A I U R A !],NM,6.395425698566945,5.188134449639081,9.90193737140655
179,Unknown Artist - Miniministop Hitoyasumi no Uta[Mokuyoubi]Gakusei no Uta [Chromstrata's Extra],HDDT,3.786219783995845,1.2944021130860013,4.970205675149561
180,"Nanahoshi Kangengakudan - Rubik's Cube [43,252,003,274,489,856,000]",NM,8.052040035448307,41.82929633448165,61.93751535718616
181,"nano - Star light, Star bright (TV Size) [Destiny]",NM,6.310230286081247,10.415036305625904,18.854162753589748
182,Demetori - Nostalgic Blood of the East ~ Sic World [The Girl Who Reads Scrolls],NM,6.662419797731859,18.238424690666058,60.705783381612164
183,Turbo - PADORU / PADORU [Nevo's Expert],NM,5.3268392981124455,2.255165304837916,4.753044172171997
184,RADWIMPS - Katawaredoki [Twilight],NC,3.3261235113581686,2.9134944530575786,16.158761364222492
185,fourfolium - SAKURA Skip [Press START],HDDT,5.098329720503498,8.383997344858608,40.978996810005405
186,UNISON SQUARE GARDEN - Phantom Joke (TV Size) [A r M i N's First Order],NM,6.349626880142682,7.886342725272032,24.611124820132602
187,DECO*27 - Streaming Heart feat. Hatsune Miku [Extra],NM,5.386261210870192,12.7068910723108,31.966905956457193
188,kakichoco - Zan'ei [Illusion],HDHR,5.578497392458393,4.714929242186979,30.84390370030675
189,Sayuri - Sore wa Chiisana Hikari no Youna (TV Size) [browiec's Expert],HDDT,4.336819850966921,2.8463453368834237,7.529990185165651
190,THE ORAL CIGARETTES - Flower [Vagueness],NM,6.596428826217857,9.422106578034242,40.47171176000754
191,Maneki Kecak - Atashi no Nokori Zenbu Ageru [Daydream],HD,6.552538753399044,13.979838464946033,31.670203259657534
192,F-777 - Unsafe Speeds [Net0's Extra],HDNFV2,5.083423677428589,10.009800825803833,54.39486566668833
193,Junichi Masuda - Gym Leader Battle (Black/White ver.) [vs. Kurai],HDDT,4.095449926749999,3.3995744451519943,18.242896178304512
194,ShinRa-Bansho - Dramatic Hizakurige [adioni's Expert],NM,5.926606788443241,13.317868178046135,42.753086759143166
195,Omoi - Hey William (New Translation) [oko's Bright Light Insane],DT,3.9065696210850565,17.2947651071101,47.07456082708762
196,TOMINAGA TOMMY HIROAKI - JoJo ~Sono Chi no Sadame~ Archetype MIX Ver. [Overdrive],NM,6.037285121872459,32.378955513837106,52.581082447609475
197,John Newman - Love Me Again [Can you love me again?],NM,8.126157976077915,34.40438551559231,34.205524596022045
198,Hanazono Tae (CV: Otsuka Sae) - Hanazono Denki Guitar!!! [Expert],NM,5.808798933847839,6.419738755533365,26.247988320833176
199,Aitsuki Nakuru - Krewrap no uta [Easy],NM,5.974986221962739,5.720294084360501,11.810044185192654
200,DETI RAVE - NA KIEVSKOM DINAMO [DINAMO],NM,6.165408274414939,14.81305211719466,24.6330808796543
201,Haruna Luna - Sora wa Takaku Kaze wa Utau (TV Size) [Easy],HDDTHRFL,1.2659800260009473,1.426277041056196,6.861780993988749
202,Miraie - Gucci Gucci Literature Club's Not Hot (ft. Monika) [Elcheer's Extreme Cancer],NM,6.821275074432141,33.10283567335713,33.49894546763559
203,Ryokuoushoku Shakai - sabotage [Perspective],DT,5.553951139306872,11.204163185705076,51.60528128884955
204,THE ORAL CIGARETTES - ReI [Mir's Extra],NM,6.135169914466751,7.524024174613676,23.38441397543399
205,petit milady - azurite (TV Size) [easy],HDNCHRFL,1.6765858454566436,2.5109552274536977,7.413695011755335
207,Maeda Tatsuyuki - Flying Battery Zone Act 2 [Insane],NC,4.035331815270289,3.2511089820483803,19.605818208703347
208,Suzuki Aina - Hikariiro no Uta (TV Size) [Kirishima-'s Insane],HDNC,4.750177094222924,10.952786940664161,36.59462078250488
209,Suzuyu - Love Emotion! [joker's Insane],DT,4.145521694953609,10.882876744005452,31.314749000641882
210,Imagine Dragons x JID - Enemy (TV Size) [Misery],HDDT,4.4928928534156425,4.260306743816316,9.064229466278368
211,weyheyhey !! - UP THE BUM NO BAIIIIIBEEZ [JUMP AROUND],NM,7.010331876722278,23.91282167035564,52.18619197875751
212,cosMo@BousouP feat. Hatsune Miku - Machinegun Poem Doll [Chaotic Burst of Maniac Rhythm],NM,6.293297811749589,22.89731416196217,65.52585724903551
213,GYZE - HONESTY [HEART OF SORROW],NM,5.331063822637043,10.164562658876559,83.67327477003901
214,ClariS - SHIORI -TV size mix- [Apex],HDDT,5.630903935982532,5.140539216712435,15.172695080167566
215,SPYAIR - Sakura Mitsutsuki [A r M i N's Extra],HDDT,5.334442467128927,5.808710118665025,16.31255126987995
216,Mizuki Nana - STARTING NOW! [Nowa's Hyper],NM,3.9016874087519637,5.101861508341972,13.164217875485496
217,S3RL - I'll See You Again (feat. Chi Chi) [Hard],NM,3.2848538597456964,10.306054280266899,42.07798916389294
218,Colors*Slash - Colors Power ni Omakasero! [Mitsuboshi Jump!],NM,6.152124002147527,7.662290396964704,19.609647945971325
219,Maffalda - pensamento tipico de esquerda caviar [Gangsta],HDDT,5.973367577523474,9.160355154835361,18.89934900657773
220,Inori Minase - Yume no Tsubomi [Promise],HD,5.997925103250685,6.985086995933772,26.497958580866527
221,SakiZ - osu!favourites [Marathon],NF,7.1522292954780555,33.7517287617307,84.14436094339445
222,amazarashi - Kisetsu wa Tsugitsugi Shindeiku [Insane],HDSD,4.795324452391016,6.258558233821764,27.68142358099559
223,Matrix & Futurebound - Fire (feat. Max Marshall) [Reaching for the Love],DT,5.8568600830526005,8.977168308424186,22.010458983031878
224,Angerfist - Knock Knock [I am the danger],NM,5.836235819770345,10.930853071377278,33.0939745431163
225,Sangatsu no Phantasia - Pink Lemonade [Expert],NM,5.415587621229518,9.085393098953888,33.10941886704815
226,Yuyoyuppe - -ELIS- [Extreme],HD,6.423238509697946,8.677010985554451,46.970577094962024
227,Aqours - Aozora Jumping Heart [Sunshine!!],NM,7.029270641890529,15.086832056757922,30.07791797220575
228,ClariS - Gravity [Insane],DT,4.731764584563336,11.627659847332716,52.31577247516477
229,DJ OKAWARI - Flower Dance [Titania NC 9.8],HDNF,7.960868559005361,41.003789211578884,46.88414854990189
230,Getty vs. DJ DiA - Grayed Out -Antifront- [Loli's Ultra],NM,6.1736383268761745,12.484174924484696,37.75989347480905
231,Bentham - Chicago [Expert],NM,5.544854941319404,7.424458872170614,12.669593543526824
232,/v/ - AAAAAAAAAAAAAAAAAAAAAAAAAAAAAY LMAO [Kyshiro's Ayylien Invasion],HD,6.002547610619319,3.756903479477561,5.845699224179257
233,XXXTENTACION - Hope [Hard],NM,2.637187385263709,4.716735276799028,12.984750839390681
234,Johnny Berglund - Angry Nu Metal Trailer No3 [Extra],HD,5.668736614457089,2.715747917031809,9.405245034989568
235,Kondo Koji - Slider [64 DIMENSIONS],NM,6.984579506030912,40.734994432744166,57.80942815773638
236,Toby Fox - THE WORLD REVOLVING [CHAOS! CHAOS!],HDHR,6.067897568759256,5.43681573067166,20.31637913297056
237,HISATOMI - lullaby (feat. KIRA) (uet Remix) [one more before i go...],NF,7.017241634326382,30.406444050293757,68.25930299263072
238,DJ OKAWARI - Flower Dance [Titania 9.7],NM,7.816623356323934,40.71183751132832,35.558386342184704
239,Linkin Park - Breaking The Habit [turbo kolab],NM,7.643965385720611,29.00754272960142,30.646944784445147
240,Drop - Granat [Extra],HDHR,5.067318067783114,2.102011244980727,9.643615061171204
241,toby fox - Finale [Determination],HD,5.799902745097056,5.926330437887124,24.811095185352023
242,OxT - Silent Solitude [Ipas' Insane],NM,4.103263523839131,5.844052755201887,31.98199230294201
243,Carlito - Poco Loco [pinata why u explode],NM,8.38046863138218,55.90900420484171,40.27127271927828
244,DJ Okawari - Flower Dance (Short Ver.) [Dance],NM,6.01327390016996,28.98344230717422,34.718383258339685
245,Mitsunori Ikeda ft. Aimee B - Fallen Angel (El Poco Maro Remix) [Ascension],DT,5.03501707616257,19.47233453585722,83.16236421332135
