replay_idx,username,beatmap_name,mod_str,nm_stars,count_300,count_100,count_50,count_miss,likelihood
40,-Flary,Serenity - Lionheart [Expert],HDNC,5.709158922628413,1340,14,1,0,82.29241093975929
41,-Flary,Leah Kate - Life Sux (Sped Up Ver.) [Mommy Sucks],HDNC,6.287624048494708,727,16,0,0,82.82602500026375
42,Freddie Benson,Kano - Stella-rium (Asterisk MAKINA Remix) [Starlight],HDDT,6.0565574778888145,1583,17,0,0,71.74590813503941
43,Freddie Benson,Kano - Dear Brave [Valor],HDDT,6.511637310255804,983,13,0,0,53.52808729862606
44,Freddie Benson,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],NC,5.9312485753963795,1635,49,0,0,87.51624363281823
45,Freddie Benson,Nogizaka46 - Yubi Bouenkyou (TV Size) [Fate],HDDTHR,6.51284444515977,331,5,0,1,25.627097321460692
46,Freddie Benson,Loki - Wizard's Tower [Ultimate Magic],HDNC,6.287242946720037,671,10,0,0,56.75631116184487
47,gnahus,Mio Yamazaki - Noise (English ver.) [Extreme],HDDT,6.8694394056793735,665,12,0,1,47.83234709938947
48,gnahus,SPYAIR - Imagination (TV Size) [Ambition],HDDTHR,6.54533179531643,332,1,0,0,24.283960063587195
49,gnahus,Maneki Kecak - Atashi no Nokori Zenbu Ageru [Daydream],HDDT,6.551945127225527,1408,24,0,2,76.68792139002164
50,gnahus,Centimillimental - Bokura dake no Shudaika [There's no turning back],HDDT,6.450304842057545,1190,15,0,0,62.124124728196016
51,gnahus,Rika (CV: Tamura Yukari) & Satoko (CV: Kanai Mika) & Hanyuu (CV: Horie Yui) - Happy! Lucky! Dochy! (TV Size) [1-2-3],HDDT,6.996275869467044,385,7,0,0,39.21031939994337
52,lifeline,Sleeping With Sirens - If You Can't Hang [Bearizm's Extreme],HDDT,6.71395667993162,1093,20,5,0,71.07238709521422
53,lifeline,LilDeuceDeuce - EVERYBODY DO THE FLOP [WhiteFloppable],HDDT,7.006119590075432,688,11,1,0,67.33141845401187
54,lifeline,FELT - New World [Illusion],HDDT,6.0188434668634,1117,47,1,0,76.69486834247991
55,lifeline,THE ORAL CIGARETTES - Mou Ii kai? [Nevo's Rain],HDDT,6.651641176609672,786,42,0,0,97.99417017871782
56,lifeline,Poppin'Party - KIZUNA MUSIC [Trust],HDDT,6.477941160282513,1298,22,0,0,70.97993994323478
57,maliszewski,DragonForce - Astral Empire [Break of Dawn],HD,8.627843851082256,2492,29,0,0,116.12637311499363
58,maliszewski,Various Artists - Songs Compilation IV [Marathon],HDDT,6.067638796818937,1824,22,1,0,58.99580633389113
59,maliszewski,Yamajet feat. Hiura Masako - Sunglow [Harmony],HDNC,6.240666656709768,1151,5,0,0,40.24808865327161
60,maliszewski,Turbo - PADORU / PADORU [Gift],HDDTHR,6.298604407906094,146,1,0,0,14.961190552873596
61,maliszewski,Kano - Dear Brave [Valor],HDDT,6.511637310255804,974,22,0,0,53.49200463705205
62,Mathi,Shoji Meguro - Kimi no Kioku (Aethral Remix) [Remembrance],HDDT,5.257417132533547,1620,12,0,0,66.18565382925121
63,Mathi,Misato - Paranoid Lost [Dream of Autumn Colors],HDDT,5.880469629712671,1321,13,0,0,58.71697236118119
64,Mathi,Amatsuki - STARTRAiN [Beyond Fate],HDDT,6.148715273432171,888,4,0,0,50.49969000649801
65,Mathi,Zedd - Clarity (feat. Foxes) (kamome sano remix) [The Song Is About a Tragic Love],HDDT,5.47721625521087,1274,8,0,0,61.87908615241189
66,Mathi,Electro.muster & WOM feat. Aoki Lapis - A Sugar Business [Lactose Marathon],HDDT,5.439088207766601,1718,15,0,0,59.341470744943265
67,mrekk,TUYU - Anoyo-iki no Bus ni Notte Saraba. [Yandere],HDDT,7.751569753546494,897,45,0,6,74.42704286060604
68,mrekk,Yooh - MariannE [Collab],HDDT,6.134143091958415,1756,26,0,0,93.95534790839136
69,mrekk,THE ORAL CIGARETTES - Mou Ii kai? [Rain],HDDT,6.75369445180901,537,17,1,0,73.49254069173597
70,mrekk,DECO*27 - First Storm feat. Hatsune Miku [my Drops of Tears I'll turn to Sparks of Fire],HDDT,6.6556159382740665,988,28,0,0,78.96034130692962
71,mrekk,Demetori - Seijouki no Pierrot ~ The MadPiero Laughs [Extra Stage],HDDT,6.416091225745485,1405,70,0,0,88.62454420843883
72,ninerik,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1316,13,0,0,91.04687310137365
73,ninerik,Serenity - Lionheart [Expert],HDNC,5.709158922628413,1348,7,0,0,82.30454863461863
74,ninerik,Twilight Force - Dawn of the Dragonstar [Maki's Expert],HDNC,5.81373895249315,1518,45,0,0,81.98498674606478
75,ninerik,Fellowship - Glory Days [Maki's Extra],HDNC,5.634296851954216,1653,23,0,0,82.23628552366682
76,ninerik,Leah Kate - Life Sux (Sped Up Ver.) [Mommy Sucks],HDNC,6.287624048494708,738,5,0,0,83.0688401055433
77,NyanPotato,Utsu-P feat. Kagamine Rin - Tokyo Teddy Bear [Extreme],HDDT,6.591802312883166,935,34,0,5,105.75451583415075
78,NyanPotato,xi - Ascension to Heaven [BoshyMan's Extra],HDDT,5.931233237441097,853,49,0,0,126.00253449762512
79,NyanPotato,"Minazuki Airi with Atsushi - Daisuki, Evolution [Extreme]",HDDT,6.3362892903348715,562,31,0,1,78.28395667687752
80,NyanPotato,Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Korone],HDNC,6.426183871928806,1102,25,0,0,59.871753115696876
81,NyanPotato,ALiCE'S EMOTiON - Dark Flight Dreamer [Dreamer],HDDT,5.9964579612302344,985,25,0,0,74.83613547501727
82,shimon,Serenity - Lionheart [Expert],DTSD,5.709158922628413,1346,9,0,0,97.00306607779441
83,shimon,Fellowship - Glory Days [Maki's Extra],DT,5.634296851954216,1649,27,0,0,96.42564572710542
84,shimon,ALiCE'S EMOTiON - Dark Flight Dreamer [Dreamer],DT,5.9964579612302344,999,11,0,0,85.01493735414736
85,shimon,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],HDDT,5.9312485753963795,1624,60,0,0,77.58419477497623
86,shimon,Leah Kate - 10 Things I Hate About You (Sped Up & Cut Ver.) [Mommy Issues],HDDT,5.964468509493666,470,1,0,0,75.42475266770255
88,sytho,07th Expansion - rog-unlimitation [AngelHoney],DT,6.118187281813472,606,3,0,0,151.17024445676577
89,sytho,MIMI vs. Leah Kate - 10 Things I Hate About Ai no Sukima [Mommy's Radiance],NC,6.631032748903507,336,5,0,1,83.29653244270514
90,sytho,xi - Ascension to Heaven [BoshyMan's Extra],NC,5.931233237441097,870,32,0,0,147.13224675155732
91,sytho,Mutsuhiko Izumi - Snow Goose [Extra],NCHR,5.7307517369258125,620,38,0,0,87.3359578350579
92,Utami,Kano - Stella-rium (Asterisk MAKINA Remix) [Starlight],HDDT,6.0565574778888145,1556,41,2,1,71.59037712928546
93,Utami,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],HDDT,5.9312485753963795,1616,66,2,0,77.19450499867058
94,Utami,Foreground Eclipse - Songs Compilation II [Can You See The Distant Journey Awaiting Us],HDDT,5.694110655784902,2423,68,0,0,83.24773525151622
95,Utami,Suzuyu - Euphorium [Dream],HDDT,6.129652464984249,1082,17,2,0,58.2701440358795
96,Utami,Fellowship - Glory Days [Maki's Extra],HDNC,5.634296851954216,1592,84,0,0,82.02069022411536
97,WindowLife,Fellowship - Glory Days [Maki's Extra],HDDT,5.634296851954216,1638,37,1,0,82.20256673186783
98,WindowLife,Our Stolen Theory - United (L.A.O.S Remix) [Eternity],DT,5.9312485753963795,1662,21,1,0,88.21815379831492
99,WindowLife,Apocalyptica - Reign of Fear [V],DT,5.777974261554122,1299,30,0,0,105.63879338692325
100,WindowLife,Twilight Force - Dawn of the Dragonstar [Maki's Expert],DT,5.81373895249315,1509,53,1,0,95.4611481085187
101,WindowLife,Serenity - Lionheart [Expert],DT,5.709158922628413,1319,36,0,0,96.92421553159647
102,Zoomer,saradisk - 083 - nekomimi [Nya Nya],HDDT,5.954974757273915,445,6,0,0,75.65200695867829
103,Zoomer,Mastermind(xi+nora2r) - Dreadnought [Final Destination],HDDT,6.066177223948978,751,31,0,0,100.90159955700885
104,Zoomer,Inugami Korone & Nekomata Okayu - Hyadain's Jojo Yujo [Korone],HDNC,6.426183871928806,1107,18,0,2,59.966261849489975
105,Zoomer,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1285,44,0,0,90.94212199387384
106,Zoomer,Apocalyptica - Reign of Fear [V],HDNC,5.777974261554122,1285,44,0,0,90.94212199387384
